Time,Douglas Fir Bark,Douglas Fir Wood,Oak Wood,Pine Wood,Wheat Straw
1.2866143855624215e-06,0.010602219048038208,,,,
1.7893400923068613e-06,,,,,0.010676234637406756
6.703033604202877e-06,0.010501615441854047,,,,
8.415525411656726e-06,,,,,0.010528526419223723
1.4230505600684948e-05,,,0.05339354454469085,,
2.002206239920451e-05,,,,,0.010520612157489284
3.144873943700305e-05,0.010513121514071137,,,,
3.446093391627499e-05,,,,0.09478637010771633,
4.6238180442817724e-05,,,0.053576411011814234,,
4.784042374785617e-05,,,,,0.010538194673149604
4.8455384156143293e-05,0.010525236423115324,,,,
6.225921883537304e-05,,0.35775932388766996,,,
7.280875727205103e-05,0.010536708094046894,,,,
7.866156453253687e-05,,,,,0.010551611545585617
0.00010514906215707394,0.01054517149130802,,,,
0.00010565623671918898,,,,0.09494804521646069,
0.00011204272134786323,,,,,0.01055863346900784
0.00011849988276321254,,,,0.09504054637745803,
0.0001305548731718096,,,0.054222230362479154,,
0.00013582513045233338,0.010547141744383723,,,,
0.0001460547347771212,,,,,0.010559195666364268
0.0001583642265680249,0.010544892383925922,,,,
0.00018083308081336932,,,,0.09553722560898385,
0.0001976702275277245,,,,,0.010545090746826512
0.00020893733277277287,0.010526384338972726,,,,
0.00023408153130095361,,,,,0.01052431958474005
0.0002702271798250344,0.010482346191989726,,,,
0.00027680665908759217,,,0.055104852528392145,,
0.000289703705120877,,,,0.096439490021624,
0.00032040731321708637,,0.35254294296039757,,,
0.00032635346208333604,,,,,0.01043620213587128
0.00041812096691841357,,,,,0.010307796761936425
0.0004198255255447986,,,,0.09743405787701749,
0.0004505889484087202,0.010245156807421621,,,,
0.00046449759160941523,,,0.055766161545317786,,
0.000533518467516042,,,,,0.01010809301779594
0.0005565922253498671,,,0.05598251289612703,,
0.0006868377330979757,,,,,0.009800919023803667
0.0007131930502329678,,,0.056282042878335166,,
0.0007166310350838798,,,,0.09916348796016138,
0.00071672363013982,0.009739705706801613,,,,
0.0008100371683264306,,0.3561399525120638,,,
0.0008555631974342257,,,,,0.009430570001395364
0.0008838516806888359,0.009382260691238814,,,,
0.0008925942398510179,,,0.05657534346997825,,
0.0009775501232612105,,,,0.10020015844059714,
0.0010272829192460526,0.00906601969828819,,,,
0.001098600256368448,,,,,0.008866768318629295
0.001113147088749809,,,0.05688978627373292,,
0.0011748377931451925,,,,,0.008686304128517449
0.0012707873089661586,,,,0.10109175627810195,
0.0012933609220943344,0.008487858326900763,,,,
0.0013489397828927953,,,0.057166657574025094,,
0.0014376112101318272,,,,,0.008068989744098483
0.0014530807536391587,,0.3623335405808818,,,
0.0014759426920527808,,,,0.1016336135804661,
0.001622948387866577,0.007888754904037247,,,,
0.0016943624382824824,,,0.05744174189939652,,
0.0017737586561951885,,,,,0.007322800039040668
0.0018011422867877064,,,,0.10241654599772197,
0.0018192063814963214,0.007775653876366624,,,,
0.0019180553664357607,0.007874844319380818,,,,
0.0020241485692679222,,,,,0.006857516311540983
0.0020511198501980514,0.008107040771600961,,,,
0.0020788640755049995,,,0.05755109485807889,,
0.002100043340225007,0.008198993970535555,,,,
0.002102614865795873,,,,0.10307718202975714,
0.002109533084498077,,,,,0.006748616834844943
0.0021822238829665315,,,,,0.006715455123732599
0.0023300714631912063,,,,,0.0068184987386961035
0.0024899707526748254,0.00892211081980995,,,,
0.0024940613485441346,,,,,0.007090698489166555
0.002565673842480288,,,0.057405136914289036,,
0.0026582579732763335,,,,0.10411453196768646,
0.0027041111571766653,,,,,0.007547157694912003
0.0027495629703983004,,0.37446599925893054,,,
0.003039755809867108,0.009796997824421826,,,,
0.0032401360690128183,,,,,0.008713080849263834
0.003261585366429066,,,,0.10492498981522481,
0.00328036000448854,,,0.056715788184733294,,
0.003850246119038591,,0.38310211054413235,,,
0.00385055747380605,0.010738849238627253,,,,
0.004022565273841229,,,,0.10541728826894316,
0.0040278599937346145,,,,,0.010099759161402641
0.004107511153236165,,,0.05543772155412765,,
0.00477168199393183,,,,,0.011011090591942295
0.004892758247105887,,,,0.10525238534140575,
0.004942292787887305,0.01144834011392026,,,,
0.005012813683136892,,,0.05382292638722273,,
0.005102429856662978,,0.3913263780139971,,,
0.005911001117217897,0.011729012586843517,,,,
0.006018521373013466,,,,,0.011817139494639898
0.0060550654278156,,,,0.10395628193351122,
0.006286388543804838,,0.3980819690348148,,,
0.006456668691768577,,,0.05279292692495667,,
0.007244839486523153,,,0.05369495285929612,,
0.0075610052297300796,,,,0.10087349157921657,
0.007912579287699437,,0.40632489548214334,,,
0.008249967628422315,,,0.055012797258013516,,
0.00828529952172742,0.011953594127756621,,,,
0.008309091436474484,,,,,0.012197910667449371
0.00911181422490676,,,,0.09660206470528626,
0.00926570287874706,,0.4124709502244678,,,
0.009869350106023612,,,,,0.012289354783458651
0.01007320132978911,,,0.05708258730843237,,
0.010162276077761337,0.0120614852351033,,,,
0.010579390217356932,0.012087584387888338,,,,
0.011019152657894838,0.012115581548948061,,,,
0.011163877565644695,,,,,0.01236503824268329
0.01124422255382526,,,,0.08981227271886053,
0.011569168479004991,,,0.05851132785433724,,
0.011766038204203456,0.012165772624582136,,,,
0.012199869486850461,,0.4236514040915402,,,
0.012375316092337408,0.01220864475220357,,,,
0.012389470808086375,,,,,0.01244501343795661
0.012452315345155862,0.012213762163298553,,,,
0.012580436007871579,,,0.0593895120991347,,
0.01263394175345091,0.012227157565142121,,,,
0.0128235571348411,0.012241029469748704,,,,
0.012946594883550247,,,,,0.012484214355717251
0.013289105661169889,0.012275653050900838,,,,
0.013495048653060561,,,,,0.012524433103707789
0.013544468053116137,,,,0.08259301522540828,
0.0136858075330506,,,0.060294435008095774,,
0.01368697423091884,0.012306313552707589,,,,
0.013723929701321752,,,,,0.012541832840594635
0.014427605631792077,,,,,0.012596037123315378
0.014552760803901494,,,,0.08026617488358616,
0.015452995180547739,,,,0.0801168531543783,
0.01588070467077554,,0.43298230966514073,,,
0.015914787635419987,,,,0.08085547573373461,
0.016070999739431328,0.012502075614289756,,,,
0.01626498870651939,,,,,0.012746920650862812
0.016555766647993724,,,,0.08207101843450686,
0.017348608404518847,,,,,0.01284162201476616
0.01750945645492523,,,,0.083888728304186,
0.017517681966133618,0.012629686951525668,,,,
0.017773973269461986,,,,,0.012879338950259467
0.017947119018867974,,,0.06305631579243219,,
0.018014592410735004,,,,,0.012899293460302141
0.01812668512432001,,,,,0.012905964378813339
0.018251088286923196,,,,0.08530159138534427,
0.018277885252663967,,,,,0.012909380664669826
0.01838313041284245,,0.4359294971377101,,,
0.01860815119909061,0.012728883226015956,,,,
0.0188348394605066,,,,0.08645591993129917,
0.019013077086716318,0.012765840857685751,,,,
0.01914906903904466,,,,,0.012937241762183338
0.019194094121763802,0.012781077333647977,,,,
0.01927639737928945,0.012785113392726356,,,,
0.019443362455677154,0.01278957741917047,,,,
0.020517304078030076,,,,0.08983919238703524,
0.020887588051825997,,0.43602483297300426,,,
0.021006804254494,0.012846541251637068,,,,
0.021100539236231855,,,,,0.013017100744474281
0.02156681102669495,,,,0.09187815489654325,
0.022083190368029987,,,0.06476284394565954,,
0.02270218264743993,,0.4344283289352782,,,
0.024009240115261673,,,,0.09639360581859521,
0.02431384516261695,0.013003200219610623,,,,
0.025975216353380542,,0.42857025824432227,,,
0.026174973346061635,0.013104177289726272,,,,
0.02679468586892929,,,,,0.013314399126244558
0.027098950228493422,,,0.06602245790073588,,
0.028266213509254706,,,,0.10351426802414278,
0.029860753667437626,,,,,0.013495038880772761
0.03121902695732019,,0.413333212444295,,,
0.034317109939229574,,,,0.11206653894768308,
0.03486507113589247,0.013624731916654836,,,,
0.035918378674425204,,,0.06727446442779451,,
0.038563402540079124,,0.3853048551066451,,,
0.039871560253373156,,,,,0.014102580811854516
0.041662486625809306,,0.3726091822810815,,,
0.04596488544737206,,,,0.12377386836287481,
0.04804098396640517,,,0.06856182033839521,,
0.0488477369685267,,0.34458189658141963,,,
0.04989365438815457,0.014522259082916685,,,,
0.051017734153620674,,,,,0.01474443496786885
0.05222678084380302,,0.33437717760753694,,,
0.05422071766511319,,0.3321497448575073,,,
0.055720076864101284,,0.33417034576847304,,,
0.05606565765822172,0.014859956306154429,,,,
0.05703062794406296,,0.33695396474627887,,,
0.058398182134090905,,,,,0.015133739868260143
0.059552790930146884,,0.3424192180864159,,,
0.06052143870844575,,,0.06997684125823267,,
0.06302963832761256,,0.3496332802945257,,,
0.06522057883646917,0.0153221582807302,,,,
0.06567508576447259,,0.35496299809746756,,,
0.06582714549158286,,,0.07062485375760683,,
0.067032674693704,,,,0.1336583869328916,
0.06716170663726023,,0.3579976968371678,,,
0.06881087360824946,,,0.07100053641107246,,
0.06930269565000002,,0.36256957485386176,,,
0.07206761711684803,,,,,0.01577962812641827
0.07326227099974768,0.015693197385026038,,,,
0.07408344400412327,,,0.07168246230621321,,
0.07499988467616796,,0.3749106412289444,,,
0.07640480354479122,0.015830458262503146,,,,
0.07688704202547748,,,,,0.01598757688727057
0.07820393249058986,,,0.07222916731988169,,
0.07894507824962206,,,0.0723291037191987,,
0.07924347250302831,,,0.07236888101830957,,
0.08029671256266668,,,0.0725112922751697,,
0.0806664197356067,0.016011060026809087,,,,
0.08331890672180525,,,0.07292289452560739,,
0.0839119843610028,,0.39357678386461253,,,
0.08606455998260186,,,,,0.01636103235937908
0.08758163281159975,,,0.07351242117779154,,
0.08844099632167632,,,,0.1378879301944336,
0.08878342238103083,,,,,0.016466893436048246
0.09355434309139406,0.016521914232020842,,,,
0.09404406005549475,,,0.07442004194881077,,
0.09537390277838963,,,,,0.016715667790669707
0.09608933181247883,,0.41783650020702906,,,
0.09696404524179086,0.016650168521226662,,,,
0.09887891122861629,,,0.07510469570037653,,
0.10206870060667247,0.016837477792158412,,,,
0.10257823086796321,,,0.0756104293615232,,
0.10382465994731072,,,0.07573918514934457,,
0.10512407542816118,,,0.07580467064743851,,
0.10774154892519973,0.01704013168337386,,,,
0.10783537664432467,,,0.07594775070635026,,
0.10836932465131352,,,,,0.017181138208512543
0.10919619934015286,,,,0.14117014084824023,
0.11429545737017383,,,0.07634980459653512,,
0.11600201962077226,,0.45485622273742204,,,
0.11852831378441046,0.017412232054487806,,,,
0.12122155488802111,,,,,0.017616667268443423
0.12317359111202253,0.017568463496798643,,,,
0.12716294079316315,0.017700752872537626,,,,
0.12716443410474218,,,,,0.017811524209822807
0.13269287365930973,,,,0.1450081272927672,
0.13324427002709213,0.017899227441337425,,,,
0.13796696973382988,,,,0.14588857741891637,
0.13846818957853882,,,,,0.0181741499075532
0.13937466402982873,,,0.07807167020083149,,
0.13955984402736732,0.018102002961849377,,,,
0.1414096869812543,,,,0.14645411939830424,
0.1441394077291271,,,,0.1468725419556501,
0.1441709303489175,0.018248400548072988,,,,
0.14575915670122275,,,,0.14705691124989423,
0.14661546794976782,,,,,0.018429031370221352
0.147313251776809,,,,0.14715611619811111,
0.14759014828298953,,,,0.14717210584700585,
0.14781237894750934,,,,0.14718480403953768,
0.1480218014981354,,,,0.14719720147820287,
0.14823838510579604,,0.5079202601192967,,,
0.1482486919479419,,,,0.14721081506335992,
0.1486695345427927,,,,0.14723566369952534,
0.1490332471145358,,,,0.1472578389067079,
0.14951764432983866,,,,0.14728811059800515,
0.14990947006201405,,,,0.147312904109077,
0.1501957658816581,,,,0.1473313700110472,
0.1505894081403532,,,,0.14735715291531729,
0.15363642281783543,0.018544165166591138,,,,
0.15490312585824018,,,,0.14765403454054715,
0.15641514820796726,,,,0.1477623826111159,
0.157919160023539,,,0.07942402880209985,,
0.15827334847472027,,,,0.14789704804714116,
0.15931997684352045,,,,0.14797431465603647,
0.16069426983670151,,,,0.1480755369113181,
0.16401430574165968,,,,0.14832420869311175,
0.16680639113956017,,,,0.1485364627888321,
0.16941834069353578,,,,,0.01912087714232855
0.17086322306842866,,,,0.1488492967905195,
0.17354693296954113,,,,0.14905869265490404,
0.1759221603874622,0.019220795012150255,,,,
0.17708608645601775,,,,,0.019347004287647265
0.17899235208368627,,,,0.14948950291828375,
0.1795338950745759,0.01932836732478509,,,,
0.18322480847627143,,,,,0.019526768622666665
0.18481602352063625,0.019484335700445388,,,,
0.18676100952796576,,,,0.1501148397416966,
0.19282306574945574,,,,,0.01980473957803516
0.1948768603196564,,,0.08219691897754973,,
0.1970174848475901,,0.5708681620305793,,,
0.19825251994748405,,,,0.15106006973435598,
0.19850292466462002,,,,,0.019967165276511482
0.1997243021699704,0.019919115473227774,,,,
0.20377861556713603,,,0.08286826577099944,,
0.20444733119809505,0.020054894010936825,,,,
0.20889320342812598,,,,,0.020261390048121726
0.21428080119042903,,,,0.1524054555659598,
0.21633012127559031,0.020392691407868375,,,,
0.21839383354975042,,,,,0.0205268668647119
0.2227863150451284,0.020574816866320796,,,,
0.2286733670626938,,,,,0.020811078236668324
0.2300611768180464,0.020778355825097152,,,,
0.2337940786807227,,,,,0.02095081827443809
0.23863304459268742,,,0.08547237926945266,,
0.24143922973890505,0.02109357809061485,,,,
0.24258084978030434,,,,0.1548312915350595,
0.24298626654532784,,,,,0.021200668636856317
0.24617789597661158,0.02122343390965434,,,,
0.25272020298661824,,,,0.1557097947991801,
0.2633277814394705,0.02168929433435786,,,,
0.26458605417105197,,,,,0.021776901893239976
0.2677095639212142,,0.6283801818818444,,,
0.2832933470450834,,,,,0.022265079864853734
0.2878663529312596,,,,0.15876826129813554,
0.2881809608286394,0.022351018581846606,,,,
0.293314899579723,,,,,0.02252347604410608
0.30494374823743925,,,,,0.022819772507831952
0.3120052579175854,0.022970536085982388,,,,
0.3134958117375275,,,,,0.02303507028768055
0.31848140858287616,,0.6531856474494107,,,
0.3195558330884926,,,,0.16152139227475404,
0.32398610097520647,,,,,0.023297381942763665
0.33894176502542345,,,,,0.023666099126511377
0.3431671401789286,,,0.09270405685407937,,
0.3527934066267423,,,0.09331044985981174,,
0.3558682601631815,,,,0.16464649218033744,
0.35724282333122565,,,,,0.02410772015755057
0.36444186384190613,,,,,0.02427993970730911
0.3812122357599129,,0.6747483298035175,,,
0.38940641211904853,0.02488760390527878,,,,
0.39842888229675916,0.025102422750241812,,,,
0.4134940478777367,0.0254562879234959,,,,
0.41452045647409513,,0.6841234632568627,,,
0.42467731892404986,0.025715758181103016,,,,
0.42904054175917555,,0.6875065332138057,,,
0.43206484130167866,,,0.09785665310189728,,
0.4373580503303819,0.026005970268340638,,,,
0.4374896225632007,,0.6887039851185558,,,
0.4434851273100809,,,,0.17195146954032509,
0.4462119256634637,0.02620649750405645,,,,
0.45184308687415686,,,,,0.02626510615022133
0.4589355456591045,,0.6910490529583061,,,
0.47312178349954054,,,0.09988780605438528,,
0.4765615194335711,0.026877565928044335,,,,
0.49194160250311725,,,0.10074543411831882,,
0.5096518230112328,,,0.10151132031605271,,
0.5181810697135263,,,0.10186628024542263,,
0.5306640860929464,0.028013976515996842,,,,
0.5372716836039246,,0.6993139716124562,,,
0.5424058099085094,,,0.10282677625836342,,
0.5467226640981564,0.028334956077300213,,,,
0.5601389452251262,,,0.10348682515565139,,
0.5622125173909304,0.028640927111685616,,,,
0.5751541273164995,,,,,0.028721734745370063
0.5806864161369957,0.028996830419550146,,,,
0.590968899293697,,,0.10455398495675115,,
0.6000526094635257,,,0.10485049651411159,,
0.6059551612480191,0.02946788240368925,,,,
0.61444430938934,0.029621747108397607,,,,
0.6161605268521991,,,,0.18498743394535586,
0.6511363462821829,,,,,0.030013725913458297
0.6538614839786718,,,0.10645318267643011,,
0.6559792072602719,,0.7121132235373395,,,
0.6658819361032847,,,,,0.030252400227053982
0.6940587320001917,,,0.10750753053775171,,
0.6962319026054112,,0.7165882974052707,,,
0.7040101188403337,,,0.10775239381057075,,
0.7110337917233676,,,,,0.0309409944120131
0.7296794016070349,,,,,0.031209432932911767
0.7352219421152604,,,,0.1927650005124497,
0.7389198063582673,,0.7213972503502846,,,
0.7390939415039333,,,0.10857338226711448,,
0.7437738192001536,,,,0.19328398169713581,
0.7475754156512665,,,,,0.031459013024808836
0.754312636158197,0.03188230289217117,,,,
0.7713998491406651,0.032123075677450603,,,,
0.7931755810411479,0.032418349329340776,,,,
0.7958971211432575,,0.7278950538503461,,,
0.7966777891516408,,0.7279849939372115,,,
0.7974128965844959,,0.7280693468367565,,,
0.801000382981913,,,0.10989095396328674,,
0.8184810240210195,,,,,0.032361413394398665
0.8189651217923896,0.03275243250366217,,,,
0.8324651903776432,,,0.11051050455686888,,
0.8422182263708614,0.0330418733765796,,,,
0.84367445080877,,,,,0.032656971645454155
0.8438384799257981,,0.7334152632423057,,,
0.845409091329183,,0.7335972876388197,,,
0.8465271321478594,,0.7337260829776636,,,
0.8485326729876651,,,0.11081709023855235,,
0.8545955400108644,,0.7346594491069809,,,
0.8605462914740856,0.03326093559145792,,,,
0.8615189531952211,,0.7354605194995535,,,
0.8616669953168028,,,0.11106279704838899,,
0.8697896562355214,,0.7364183693130482,,,
0.8711685806448983,,,,0.2003945664320312,
0.8749464896702092,,,0.11130832420767328,,
0.8794961654649207,,0.7375438496131752,,,
0.8828998475539382,0.03351782294925438,,,,
0.8839282125686642,,,,0.20104239988373077,
0.8908251782532468,,0.7388583853939629,,,
0.8916877387272094,,,0.11161237603822896,,
0.9025058880143725,,,,,0.0332887675078464
0.9027889103343498,,0.7402479770398364,,,
0.9130239766509445,,,0.11199256102028543,,
0.9141359099406494,,0.7415674611614386,,,
0.9205867904600715,,,0.11212567111570898,,
0.9271276563598442,,0.7430788589795629,,,
0.9294375287979213,,,,,0.033555266541093254
0.9391658699155754,,0.7444792172503419,,,
0.9514956886062198,,0.7459153018890063,,,
0.9590947804559979,,,,0.20463289638586263,
0.9703403427429322,,,,0.20513676631021452,
0.9708908320162694,,0.7481749323789842,,,
0.988244703318835,,0.7501977538014898,,,
1.0007896955452045,,,,0.20645903578216596,
1.0138434302047201,,0.7531809675554969,,,
1.022175759156712,,,0.11384051440582285,,
1.0257141693745946,0.034907498225319016,,,,
1.0552019036039693,,0.7579983890839952,,,
1.0612054478682147,,,,,0.03467457871089827
1.0907726175236154,,,,0.21002128348265028,
1.0990828855765038,0.035497008149022326,,,,
1.1030798311192351,,0.7635657352230238,,,
1.1213073925508195,0.03566246302454551,,,,
1.1413850505728784,,0.7680080109618768,,,
1.150369426366643,0.03586624930221346,,,,
1.1651879417579785,,0.7707625763926862,,,
1.1738848352781537,,,0.11623061462691062,,
1.2068571066788587,0.036234256422692374,,,,
1.2101074951932091,,,0.11677857769433549,,
1.2152273813281433,,,,0.214166214344869,
1.220542406957507,,,,,0.03569983504807165
1.2333073902824487,,0.7786080327960873,,,
1.245769050497052,0.03646360263672419,,,,
1.2684364330799751,,,,,0.03596802777569165
1.278080194594819,0.03664807052886297,,,,
1.285968002254479,,,0.1179046723900308,,
1.2913786344355467,,,,,0.036088461158712455
1.3066646501125259,,,,0.2167114291204744,
1.3068912854277857,0.0368039872023749,,,,
1.3163613065280624,,,0.11834577829477319,,
1.3233303432203132,,,,,0.03625048262078994
1.3376291492261858,,,,0.21748990802105303,
1.3387450339989644,,,,,0.03632610587024974
1.344094010244852,0.036995527545070496,,,,
1.3507998372749819,,,,,0.036383255742860374
1.3666916675615217,,0.7937774361096953,,,
1.3698565361724657,,,0.1191168077854173,,
1.3752455841143278,0.03714780611714016,,,,
1.384261098238702,,,0.1193221171175188,,
1.398786259790218,,,0.11952839397732204,,
1.4317092011460146,,,,0.21963465348210082,
1.4552501317950794,,,0.12032257822481535,,
1.4579856198313708,,,,0.22017936361641097,
1.4772347006432782,,,0.12062855200032002,,
1.4862023860961942,0.0376424881550451,,,,
1.5181967910576304,,,0.12119402724696565,,
1.5448426039567698,,,,0.22184651760396196,
1.5490536385894738,0.0378896477123971,,,,
1.599826340157791,0.038084998602789105,,,,
1.6445134746328827,,,,0.2235437821073998,
1.6580108542133454,,,,,0.03760234330255306
1.6881960510192564,,,,0.2242291467920592,
1.6978010688605438,,,,0.22437581370529222,
1.7349441052648407,,,,0.22493069106001604,
1.7499741220041438,0.038601447655047416,,,,
1.7849294225578431,,,0.12474301865874779,,
1.8004678785839965,,0.8406242242781568,,,
1.8335065783560798,,,0.12536633371381883,,
1.8546049443397172,,,,,0.03821155602954898
1.8793869335119378,0.03899741781451532,,,,
1.8864830096518221,,0.8493767039081499,,,
1.920297445954442,0.03911946637429812,,,,
1.9639144704163418,0.039247280013212746,,,,
1.9883050471842654,,,,0.22832150085833194,
